State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
IA,63,510,402-1725,no,no,0,153.500000,81,26.100000,287.300000,115,24.420000,230.200000,85,10.360000,6.500000,5,1.760000,2,False.
VT,126,415,403-3229,no,no,0,226.200000,88,38.450000,140.300000,114,11.930000,208.900000,110,9.400000,6.400000,2,1.730000,0,False.
OR,132,510,353-6056,no,no,0,191.900000,107,32.620000,206.900000,127,17.590000,272.000000,88,12.240000,12.600000,2,3.400000,1,False.
NV,81,415,399-9802,no,yes,28,167.900000,147,28.540000,190.700000,105,16.210000,193.000000,103,8.690000,9.200000,6,2.480000,4,True.
NC,122,415,366-7069,no,no,0,180.000000,88,30.600000,145.000000,77,12.330000,233.700000,120,10.520000,11.500000,6,3.110000,2,False.
NJ,46,408,332-5949,no,no,0,257.400000,67,43.760000,261.100000,91,22.190000,204.400000,107,9.200000,13.400000,5,3.620000,2,True.
MN,150,415,393-6376,no,yes,28,174.400000,75,29.650000,169.900000,80,14.440000,201.600000,130,9.070000,11.000000,4,2.970000,1,False.
ID,99,408,354-7025,no,no,0,159.700000,83,27.150000,155.400000,121,13.210000,255.700000,114,11.510000,8.400000,3,2.270000,1,False.
AL,87,408,351-6585,no,no,0,237.200000,124,40.320000,222.600000,87,18.920000,173.300000,81,7.800000,11.000000,3,2.970000,1,False.
AK,108,415,330-5462,no,no,0,103.000000,129,17.510000,242.300000,103,20.600000,170.200000,89,7.660000,7.900000,3,2.130000,1,False.
VT,101,415,407-2292,no,no,0,153.800000,89,26.150000,234.000000,89,19.890000,196.300000,77,8.830000,11.600000,2,3.130000,4,False.
PA,53,415,340-3011,no,no,0,205.100000,86,34.870000,160.500000,95,13.640000,149.500000,142,6.730000,10.700000,2,2.890000,3,False.
AK,132,415,345-9153,no,yes,39,175.700000,93,29.870000,187.200000,94,15.910000,225.500000,118,10.150000,8.600000,3,2.320000,2,False.
CA,158,510,379-5503,no,no,0,155.900000,123,26.500000,224.200000,112,19.060000,221.000000,116,9.950000,8.600000,8,2.320000,2,False.
MS,114,415,389-6790,no,yes,34,154.400000,109,26.250000,221.400000,142,18.820000,208.500000,103,9.380000,10.300000,5,2.780000,0,False.
AR,77,415,408-3610,no,yes,23,209.700000,73,35.650000,183.600000,63,15.610000,205.500000,111,9.250000,7.100000,3,1.920000,2,False.
NV,144,415,375-8238,yes,no,0,150.000000,69,25.500000,285.900000,73,24.300000,190.600000,121,8.580000,9.400000,15,2.540000,0,False.
AL,91,510,378-5633,no,yes,23,232.400000,97,39.510000,186.000000,88,15.810000,190.500000,128,8.570000,12.300000,3,3.320000,3,False.
GA,58,408,389-9120,no,no,0,165.400000,100,28.120000,115.700000,87,9.830000,193.800000,118,8.720000,12.800000,5,3.460000,2,False.
AR,5,415,380-2758,no,no,0,199.200000,106,33.860000,187.300000,12,15.920000,214.000000,85,9.630000,13.300000,3,3.590000,3,False.
MA,97,408,402-2728,no,no,0,217.600000,81,36.990000,320.500000,51,27.240000,150.700000,110,6.780000,4.200000,3,1.130000,0,False.
NJ,107,415,354-9062,no,no,0,212.100000,95,36.060000,150.100000,88,12.760000,219.800000,111,9.890000,7.700000,2,2.080000,3,False.
MO,142,415,417-2054,no,yes,30,154.000000,75,26.180000,165.800000,97,14.090000,270.000000,83,12.150000,10.800000,5,2.920000,1,False.
NY,9,408,353-1941,no,yes,31,193.800000,130,32.950000,202.600000,98,17.220000,191.200000,102,8.600000,13.300000,2,3.590000,1,False.
AZ,73,415,328-1522,no,no,0,175.400000,130,29.820000,248.100000,105,21.090000,122.400000,85,5.510000,12.200000,4,3.290000,0,False.
NJ,48,510,408-4529,no,yes,22,152.000000,63,25.840000,258.800000,131,22.000000,263.200000,109,11.840000,15.700000,5,4.240000,2,True.
WV,43,408,417-5320,no,no,0,230.200000,147,39.130000,186.700000,121,15.870000,128.400000,100,5.780000,9.200000,3,2.480000,0,False.
NM,122,408,370-9755,no,yes,33,174.900000,103,29.730000,248.200000,105,21.100000,164.600000,116,7.410000,13.500000,3,3.650000,1,True.
SC,93,415,372-4835,no,no,0,190.200000,68,32.330000,262.200000,64,22.290000,130.000000,92,5.850000,8.800000,4,2.380000,0,False.
VT,85,415,334-6605,no,no,0,176.400000,122,29.990000,224.900000,123,19.120000,219.600000,50,9.880000,11.500000,1,3.110000,1,False.
TN,59,415,399-5564,no,no,0,160.900000,95,27.350000,251.200000,65,21.350000,273.400000,97,12.300000,5.000000,5,1.350000,3,False.
LA,87,415,392-2887,no,no,0,228.700000,90,38.880000,163.000000,99,13.860000,154.100000,90,6.930000,11.800000,3,3.190000,1,False.
OH,137,408,328-2110,no,no,0,144.000000,90,24.480000,181.600000,100,15.440000,128.100000,93,5.760000,12.300000,2,3.320000,0,False.
OR,21,510,383-5976,no,yes,31,135.900000,90,23.100000,271.000000,84,23.040000,179.100000,89,8.060000,9.500000,7,2.570000,6,False.
DE,129,510,332-6181,no,no,0,334.300000,118,56.830000,192.100000,104,16.330000,191.000000,83,8.590000,10.400000,6,2.810000,0,True.
KY,104,415,330-5255,no,no,0,130.500000,77,22.190000,131.200000,117,11.150000,264.700000,63,11.910000,13.000000,6,3.510000,0,False.
GA,93,408,413-5190,no,yes,21,134.200000,105,22.810000,162.500000,128,13.810000,186.600000,90,8.400000,11.800000,2,3.190000,4,True.
VT,63,415,394-7447,no,no,0,278.000000,102,47.260000,266.400000,114,22.640000,224.100000,118,10.080000,13.100000,4,3.540000,4,True.
OR,161,415,353-7096,no,no,0,105.400000,70,17.920000,214.800000,122,18.260000,223.600000,126,10.060000,7.800000,5,2.110000,0,False.
TX,50,510,395-6002,no,no,0,188.900000,94,32.110000,203.900000,104,17.330000,151.800000,124,6.830000,11.600000,8,3.130000,3,False.
MO,103,408,372-9816,no,yes,24,111.800000,85,19.010000,239.600000,102,20.370000,268.300000,81,12.070000,6.900000,4,1.860000,1,False.
ND,84,415,400-7253,no,yes,33,159.100000,106,27.050000,149.800000,101,12.730000,213.400000,108,9.600000,13.000000,18,3.510000,1,False.
MN,92,510,344-7470,no,no,0,212.400000,105,36.110000,224.600000,118,19.090000,221.300000,105,9.960000,9.000000,4,2.430000,1,False.
NV,77,415,378-8572,no,no,0,142.300000,112,24.190000,306.300000,111,26.040000,196.500000,82,8.840000,9.900000,1,2.670000,1,False.
NY,64,415,345-9140,yes,no,0,346.800000,55,58.960000,249.500000,79,21.210000,275.400000,102,12.390000,13.300000,9,3.590000,1,True.
FL,159,415,340-5460,no,yes,15,113.900000,102,19.360000,145.300000,146,12.350000,195.200000,137,8.780000,11.800000,9,3.190000,1,False.
KS,110,415,369-8024,yes,yes,27,267.900000,103,45.540000,263.300000,74,22.380000,178.100000,106,8.010000,8.300000,2,2.240000,1,True.
NV,138,510,395-8595,no,no,0,171.400000,117,29.140000,115.200000,128,9.790000,224.500000,115,10.100000,17.000000,4,4.590000,3,False.
NV,178,408,359-4587,no,no,0,275.400000,150,46.820000,187.500000,62,15.940000,147.100000,126,6.620000,13.600000,3,3.670000,1,False.
SC,38,415,375-5439,no,yes,31,197.200000,118,33.520000,249.900000,70,21.240000,298.900000,104,13.450000,3.900000,2,1.050000,0,False.
MI,50,415,361-3779,no,yes,35,192.600000,97,32.740000,135.200000,101,11.490000,216.200000,101,9.730000,7.900000,2,2.130000,2,False.
MI,45,510,375-8934,no,yes,26,91.700000,104,15.590000,150.600000,119,12.800000,63.300000,103,2.850000,7.700000,5,2.080000,1,False.
TN,70,510,395-4757,no,no,0,126.300000,99,21.470000,141.600000,106,12.040000,255.900000,96,11.520000,9.600000,2,2.590000,0,False.
NY,147,510,421-7205,no,yes,33,251.500000,107,42.760000,234.100000,110,19.900000,213.400000,87,9.600000,10.400000,6,2.810000,3,False.
NV,94,510,379-8805,no,no,0,190.600000,108,32.400000,152.300000,95,12.950000,144.700000,97,6.510000,7.500000,5,2.030000,1,False.
IL,179,510,348-2150,no,no,0,116.100000,101,19.740000,201.800000,99,17.150000,181.900000,103,8.190000,11.600000,5,3.130000,0,False.
MS,116,415,417-9128,no,no,0,217.300000,91,36.940000,216.100000,95,18.370000,148.100000,76,6.660000,11.300000,3,3.050000,2,False.
ND,59,510,351-4226,no,no,0,179.400000,80,30.500000,232.500000,99,19.760000,175.800000,105,7.910000,14.700000,3,3.970000,0,False.
NC,165,415,330-6630,no,no,0,207.700000,109,35.310000,164.800000,94,14.010000,54.500000,91,2.450000,7.900000,3,2.130000,0,False.
MI,133,408,387-9137,no,no,0,277.300000,138,47.140000,228.400000,117,19.410000,117.300000,103,5.280000,12.800000,4,3.460000,2,True.
TN,140,415,372-3987,no,no,0,125.300000,84,21.300000,167.600000,121,14.250000,260.600000,94,11.730000,8.400000,4,2.270000,1,False.
VT,93,408,408-5183,no,yes,32,138.100000,91,23.480000,167.300000,72,14.220000,238.900000,115,10.750000,6.800000,3,1.840000,2,False.
OK,52,510,412-9357,no,yes,38,169.300000,88,28.780000,225.900000,97,19.200000,172.000000,86,7.740000,8.200000,3,2.210000,0,False.
DE,64,415,402-3599,no,yes,27,201.300000,101,34.220000,143.800000,89,12.220000,150.200000,127,6.760000,12.300000,3,3.320000,1,False.
ND,12,510,379-5211,yes,no,0,216.700000,117,36.840000,116.500000,126,9.900000,220.000000,110,9.900000,9.800000,4,2.650000,2,False.
OR,48,415,405-9217,no,no,0,190.400000,92,32.370000,317.500000,85,26.990000,133.400000,113,6.000000,8.300000,4,2.240000,2,False.
NY,181,408,340-9200,no,no,0,143.300000,91,24.360000,195.500000,58,16.620000,223.300000,95,10.050000,6.000000,7,1.620000,1,False.
MO,168,415,339-9026,no,yes,42,97.400000,57,16.560000,203.600000,98,17.310000,173.900000,124,7.830000,11.400000,2,3.080000,2,False.
FL,155,415,343-4772,no,no,0,181.400000,111,30.840000,167.700000,92,14.250000,168.500000,122,7.580000,11.300000,3,3.050000,3,False.
ND,105,510,345-2108,no,no,0,246.400000,83,41.890000,256.200000,101,21.780000,169.000000,151,7.610000,3.800000,4,1.030000,0,False.
NY,11,415,401-4650,no,no,0,143.400000,130,24.380000,289.400000,50,24.600000,194.000000,100,8.730000,9.700000,6,2.620000,2,False.
ND,182,415,400-3945,no,no,0,104.900000,111,17.830000,198.500000,120,16.870000,258.200000,91,11.620000,8.000000,5,2.160000,2,False.
NY,104,415,338-3781,no,no,0,156.200000,93,26.550000,193.000000,54,16.410000,222.700000,94,10.020000,13.100000,5,3.540000,1,False.
OH,102,415,342-6316,no,no,0,114.800000,125,19.520000,81.900000,126,6.960000,304.300000,101,13.690000,12.000000,4,3.240000,0,False.
AL,122,415,336-5920,no,no,0,232.500000,96,39.530000,205.500000,120,17.470000,213.700000,91,9.620000,11.900000,2,3.210000,0,False.
SC,41,415,332-1060,no,no,0,143.600000,117,24.410000,152.400000,108,12.950000,194.400000,110,8.750000,8.600000,3,2.320000,1,False.
GA,132,415,418-3426,no,no,0,176.700000,132,30.040000,244.100000,80,20.750000,176.300000,120,7.930000,9.100000,4,2.460000,2,False.
WY,76,415,408-6326,no,no,0,263.400000,148,44.780000,230.300000,69,19.580000,170.600000,101,7.680000,11.400000,5,3.080000,1,True.
WV,13,415,334-6142,no,no,0,146.400000,74,24.890000,148.500000,92,12.620000,216.700000,96,9.750000,11.300000,3,3.050000,1,False.
HI,115,415,336-6128,no,yes,33,145.000000,72,24.650000,194.500000,157,16.530000,242.300000,138,10.900000,14.200000,3,3.830000,2,False.
WV,67,408,406-6708,no,no,0,167.800000,91,28.530000,167.700000,69,14.250000,110.300000,71,4.960000,8.400000,12,2.270000,1,False.
LA,154,510,388-8670,no,no,0,166.900000,99,28.370000,154.900000,97,13.170000,189.400000,89,8.520000,7.200000,5,1.940000,0,False.
AR,100,510,363-5853,no,no,0,142.500000,87,24.230000,195.700000,88,16.630000,122.100000,117,5.490000,7.800000,8,2.110000,2,False.
AK,146,510,383-6544,yes,no,0,133.000000,65,22.610000,262.800000,93,22.340000,214.300000,128,9.640000,11.200000,3,3.020000,1,False.
DC,148,415,378-2940,no,yes,11,252.900000,129,42.990000,284.300000,88,24.170000,262.800000,99,11.830000,12.300000,1,3.320000,1,False.
AL,67,415,338-7683,no,yes,28,95.000000,94,16.150000,291.200000,73,24.750000,159.600000,114,7.180000,10.000000,2,2.700000,2,False.
UT,161,510,329-2786,yes,no,0,194.200000,106,33.010000,249.400000,105,21.200000,254.900000,129,11.470000,12.900000,1,3.480000,1,True.
KS,70,415,369-9465,no,no,0,222.800000,114,37.880000,215.900000,113,18.350000,223.500000,122,10.060000,0.000000,0,0.000000,1,False.
MN,116,510,337-3769,no,no,0,201.800000,82,34.310000,231.500000,95,19.680000,226.100000,130,10.170000,16.500000,5,4.460000,0,False.
VA,99,415,400-6257,no,yes,42,216.000000,125,36.720000,232.300000,104,19.750000,215.500000,100,9.700000,9.300000,4,2.510000,2,True.
UT,87,415,411-6663,no,no,0,146.300000,108,24.870000,171.800000,102,14.600000,167.500000,66,7.540000,5.300000,9,1.430000,1,False.
IN,87,510,384-3101,no,no,0,234.800000,85,39.920000,140.900000,91,11.980000,204.300000,93,9.190000,9.500000,5,2.570000,1,False.
CT,70,408,339-5329,no,no,0,198.600000,111,33.760000,213.900000,115,18.180000,171.200000,105,7.700000,10.600000,6,2.860000,2,False.
DE,131,408,388-9944,no,no,0,94.400000,80,16.050000,215.100000,101,18.280000,179.700000,108,8.090000,13.100000,9,3.540000,2,False.
VT,119,510,403-1769,no,no,0,190.400000,74,32.370000,215.600000,113,18.330000,161.200000,111,7.250000,10.000000,1,2.700000,2,False.
MO,119,408,390-1612,no,yes,32,142.600000,77,24.240000,208.200000,126,17.700000,171.000000,102,7.690000,12.000000,2,3.240000,3,False.
RI,87,510,421-7214,yes,no,0,134.200000,80,22.810000,165.000000,71,14.030000,173.100000,102,7.790000,10.700000,5,2.890000,0,False.
CA,112,415,338-6962,no,no,0,111.900000,92,19.020000,114.000000,143,9.690000,146.800000,79,6.610000,14.100000,3,3.810000,5,True.
RI,75,415,333-9826,no,no,0,122.800000,89,20.880000,211.300000,104,17.960000,261.400000,91,11.760000,10.700000,2,2.890000,2,False.
CT,150,510,411-8549,no,no,0,189.300000,77,32.180000,220.900000,105,18.780000,238.700000,117,10.740000,9.200000,5,2.480000,4,False.
IN,161,510,381-9234,no,yes,38,240.400000,112,40.870000,201.800000,102,17.150000,206.100000,112,9.270000,16.100000,6,4.350000,0,False.
FL,91,510,387-9855,yes,yes,24,93.500000,112,15.900000,183.400000,128,15.590000,240.700000,133,10.830000,9.900000,3,2.670000,0,False.
KS,124,415,371-6990,no,no,0,158.600000,104,26.960000,211.200000,77,17.950000,179.300000,104,8.070000,10.200000,8,2.750000,3,False.
NY,94,510,417-3046,yes,no,0,243.200000,109,41.340000,147.000000,88,12.500000,94.900000,99,4.270000,7.200000,4,1.940000,4,False.
TX,217,408,385-7082,no,no,0,176.400000,115,29.990000,158.800000,128,13.500000,306.600000,107,13.800000,9.300000,3,2.510000,4,False.
RI,158,510,365-5886,no,no,0,220.900000,129,37.550000,242.200000,108,20.590000,233.300000,75,10.500000,6.400000,5,1.730000,0,False.
NV,102,415,373-5196,no,no,0,144.400000,87,24.550000,266.500000,128,22.650000,217.600000,59,9.790000,7.100000,7,1.920000,0,False.
UT,85,510,327-6194,no,no,0,212.300000,107,36.090000,228.400000,103,19.410000,163.300000,116,7.350000,7.700000,3,2.080000,0,False.
OK,79,510,381-4565,no,no,0,147.000000,72,24.990000,165.700000,102,14.080000,243.200000,107,10.940000,8.400000,9,2.270000,1,False.
MN,139,510,357-9832,no,yes,25,96.200000,112,16.350000,178.900000,70,15.210000,182.100000,84,8.190000,12.900000,10,3.480000,2,False.
NC,103,415,396-4845,no,no,0,263.400000,118,44.780000,179.100000,69,15.220000,214.700000,112,9.660000,10.300000,2,2.780000,0,False.
OR,98,415,378-6772,yes,no,0,12.500000,67,2.130000,256.600000,90,21.810000,169.400000,88,7.620000,7.700000,9,2.080000,1,False.
NH,78,408,353-4296,no,no,0,162.300000,116,27.590000,192.400000,86,16.350000,240.600000,100,10.830000,10.100000,3,2.730000,2,False.
AK,50,408,362-8331,no,no,0,183.600000,107,31.210000,58.600000,118,4.980000,202.600000,99,9.120000,8.700000,3,2.350000,1,False.
OR,161,415,362-4685,no,no,0,178.100000,109,30.280000,146.500000,86,12.450000,137.600000,78,6.190000,8.500000,2,2.300000,1,False.
KS,67,408,383-1431,no,no,0,201.400000,101,34.240000,97.600000,122,8.300000,202.500000,119,9.110000,7.000000,3,1.890000,0,False.
WV,86,415,332-2258,no,yes,38,123.000000,158,20.910000,133.900000,119,11.380000,138.200000,103,6.220000,13.300000,4,3.590000,1,False.
GA,92,510,375-8304,no,no,0,208.000000,125,35.360000,198.900000,76,16.910000,76.400000,97,3.440000,8.600000,6,2.320000,0,False.
NM,174,415,340-5580,no,no,0,239.200000,72,40.660000,188.500000,124,16.020000,105.600000,116,4.750000,8.800000,3,2.380000,1,False.
OH,124,510,362-1490,no,no,0,193.000000,97,32.810000,89.800000,99,7.630000,172.800000,104,7.780000,15.300000,3,4.130000,1,False.
ND,132,415,336-4281,no,yes,31,174.500000,101,29.670000,245.600000,105,20.880000,172.800000,76,7.780000,10.300000,9,2.780000,1,False.
RI,190,415,361-1315,no,yes,26,116.700000,71,19.840000,145.900000,88,12.400000,175.100000,103,7.880000,9.900000,3,2.670000,1,False.
HI,101,510,342-5906,no,no,0,93.800000,127,15.950000,150.000000,104,12.750000,241.100000,116,10.850000,10.700000,2,2.890000,1,False.
WY,185,415,405-7904,yes,yes,30,154.100000,114,26.200000,118.700000,106,10.090000,258.400000,105,11.630000,12.900000,3,3.480000,2,False.
NY,68,415,349-4762,no,yes,29,239.500000,82,40.720000,203.800000,105,17.320000,167.800000,70,7.550000,9.900000,6,2.670000,0,False.
KS,117,510,385-3263,no,yes,25,216.000000,140,36.720000,224.100000,69,19.050000,267.900000,112,12.060000,11.800000,4,3.190000,0,False.
LA,118,408,405-9496,no,no,0,187.400000,97,31.860000,177.800000,89,15.110000,233.400000,97,10.500000,12.200000,6,3.290000,1,False.
PA,124,415,396-6775,no,no,0,167.400000,119,28.460000,233.200000,143,19.820000,109.600000,115,4.930000,10.300000,5,2.780000,0,False.
NV,22,510,393-6475,no,no,0,160.400000,108,27.270000,218.100000,88,18.540000,192.900000,115,8.680000,12.500000,4,3.380000,1,False.
MN,75,415,379-7779,no,no,0,143.200000,92,24.340000,209.100000,142,17.770000,173.000000,96,7.790000,11.900000,9,3.210000,1,False.
PA,134,408,408-8650,no,no,0,205.300000,122,34.900000,240.500000,155,20.440000,179.100000,107,8.060000,5.000000,9,1.350000,1,False.
MO,164,408,400-3497,no,yes,25,219.100000,88,37.250000,151.500000,99,12.880000,50.100000,60,2.250000,14.300000,6,3.860000,1,False.
NY,44,510,407-9244,no,no,0,143.200000,77,24.340000,169.800000,114,14.430000,215.800000,77,9.710000,7.600000,4,2.050000,1,False.
ME,177,415,406-8809,no,no,0,232.800000,106,39.580000,175.200000,97,14.890000,212.200000,77,9.550000,12.500000,7,3.380000,2,False.
NH,110,408,358-1778,no,no,0,162.000000,81,27.540000,247.500000,89,21.040000,155.500000,99,7.000000,8.900000,8,2.400000,0,False.
WY,53,415,337-4339,no,yes,27,25.900000,119,4.400000,206.500000,96,17.550000,228.100000,64,10.260000,6.500000,7,1.760000,1,False.
NY,108,415,344-7197,no,no,0,154.200000,123,26.210000,112.300000,86,9.550000,246.400000,75,11.090000,15.400000,4,4.160000,4,True.
ME,80,408,333-7631,no,no,0,322.300000,113,54.790000,222.000000,95,18.870000,162.800000,123,7.330000,6.700000,8,1.810000,0,True.
MN,158,408,372-6623,no,no,0,209.900000,112,35.680000,221.300000,82,18.810000,210.000000,93,9.450000,8.200000,3,2.210000,1,False.
OH,114,415,363-2602,no,no,0,191.500000,88,32.560000,175.200000,78,14.890000,220.300000,118,9.910000,0.000000,0,0.000000,0,False.
NC,64,408,387-7757,no,yes,19,291.100000,150,49.490000,226.700000,123,19.270000,219.100000,67,9.860000,7.500000,2,2.030000,1,False.
SD,88,415,397-5381,no,no,0,215.600000,115,36.650000,216.200000,85,18.380000,171.300000,65,7.710000,11.800000,1,3.190000,3,False.
UT,82,510,406-4604,yes,no,0,208.800000,101,35.500000,213.700000,87,18.160000,175.100000,86,7.880000,12.400000,6,3.350000,3,False.
KY,111,415,376-9513,no,no,0,255.900000,97,43.500000,204.100000,129,17.350000,171.300000,84,7.710000,12.300000,5,3.320000,3,False.
MT,60,408,360-1852,no,no,0,252.700000,97,42.960000,221.100000,121,18.790000,109.900000,100,4.950000,12.400000,4,3.350000,2,False.
NJ,113,408,421-7270,no,no,0,132.100000,72,22.460000,247.500000,107,21.040000,246.200000,123,11.080000,6.900000,6,1.860000,3,False.
FL,109,408,371-9482,no,no,0,217.000000,115,36.890000,207.000000,142,17.600000,268.000000,106,12.060000,8.200000,4,2.210000,1,False.
IN,105,510,337-4101,no,yes,42,101.900000,79,17.320000,223.100000,97,18.960000,241.600000,77,10.870000,12.900000,2,3.480000,0,False.
DE,85,510,420-2796,no,no,0,211.500000,100,35.960000,184.600000,88,15.690000,164.300000,131,7.390000,13.300000,4,3.590000,2,False.
AL,131,510,366-4225,no,no,0,153.400000,86,26.080000,198.500000,81,16.870000,164.400000,83,7.400000,10.400000,3,2.810000,0,False.
ME,59,510,398-4567,no,no,0,166.300000,95,28.270000,239.300000,87,20.340000,123.200000,108,5.540000,10.000000,3,2.700000,2,False.
SD,148,408,388-4571,no,no,0,185.200000,87,31.480000,170.400000,96,14.480000,165.100000,104,7.430000,9.500000,13,2.570000,1,False.
VA,210,408,360-8666,no,no,0,104.600000,121,17.780000,149.500000,71,12.710000,255.100000,67,11.480000,6.500000,8,1.760000,2,False.
AK,115,415,333-3704,no,no,0,245.200000,105,41.680000,159.000000,109,13.520000,229.900000,74,10.350000,7.200000,8,1.940000,0,False.
ID,106,510,383-2566,no,no,0,274.400000,120,46.650000,198.600000,82,16.880000,160.800000,62,7.240000,6.000000,3,1.620000,1,False.
RI,93,415,406-5584,no,no,0,98.400000,78,16.730000,249.600000,129,21.220000,248.200000,114,11.170000,14.200000,4,3.830000,1,False.
KY,57,415,344-4691,no,yes,29,279.900000,121,47.580000,223.100000,109,18.960000,251.700000,94,11.330000,13.000000,2,3.510000,1,False.
ND,98,510,347-9737,no,no,0,187.200000,127,31.820000,195.600000,88,16.630000,181.800000,129,8.180000,5.100000,4,1.380000,1,False.
HI,157,415,333-7961,no,no,0,276.200000,95,46.950000,165.800000,119,14.090000,151.600000,79,6.820000,2.200000,4,0.590000,3,False.
WI,116,415,364-2439,no,yes,35,200.400000,104,34.070000,272.800000,89,23.190000,214.500000,100,9.650000,8.300000,4,2.240000,1,False.
WV,30,510,411-8043,no,no,0,162.300000,96,27.590000,244.000000,122,20.740000,180.100000,89,8.100000,9.100000,4,2.460000,2,False.
NJ,111,510,332-5084,no,no,0,176.900000,128,30.070000,102.800000,56,8.740000,213.700000,84,9.620000,10.500000,2,2.840000,4,True.
KS,52,415,413-4831,no,no,0,165.500000,78,28.140000,205.500000,89,17.470000,213.600000,124,9.610000,12.200000,6,3.290000,0,False.
AL,72,415,343-4806,no,no,0,217.800000,93,37.030000,189.700000,113,16.120000,182.600000,91,8.220000,10.400000,5,2.810000,4,False.
NJ,135,510,401-8735,no,yes,28,201.400000,100,34.240000,246.500000,117,20.950000,154.800000,131,6.970000,12.900000,4,3.480000,2,True.
NC,86,510,391-8626,no,no,0,190.500000,115,32.390000,179.600000,130,15.270000,258.500000,89,11.630000,10.100000,5,2.730000,3,False.
DE,98,415,327-5817,no,yes,29,179.900000,97,30.580000,189.200000,89,16.080000,164.300000,76,7.390000,12.800000,7,3.460000,3,False.
WY,151,510,381-4712,no,no,0,235.900000,104,40.100000,80.600000,91,6.850000,212.800000,116,9.580000,5.800000,2,1.570000,3,False.
ID,118,415,335-3320,no,no,0,140.400000,112,23.870000,187.100000,60,15.900000,207.900000,155,9.360000,7.900000,1,2.130000,0,False.
NY,117,415,415-8780,no,no,0,144.600000,115,24.580000,258.800000,66,22.000000,253.200000,113,11.390000,7.400000,9,2.000000,2,False.
MO,55,510,362-1146,no,no,0,189.000000,100,32.130000,118.500000,99,10.070000,248.100000,87,11.160000,17.100000,6,4.620000,0,False.
ID,82,408,352-7413,no,no,0,101.000000,93,17.170000,155.600000,104,13.230000,304.400000,93,13.700000,13.300000,2,3.590000,0,False.
IA,152,415,387-6716,no,no,0,206.300000,98,35.070000,292.800000,82,24.890000,43.700000,121,1.970000,10.600000,4,2.860000,1,False.
TN,108,408,352-1127,no,yes,15,165.100000,85,28.070000,267.000000,93,22.700000,250.700000,114,11.280000,10.900000,4,2.940000,1,False.
OH,98,408,368-1288,no,no,0,165.000000,129,28.050000,202.600000,113,17.220000,172.300000,94,7.750000,12.500000,7,3.380000,1,True.
IL,130,415,403-5279,no,no,0,155.900000,95,26.500000,256.100000,97,21.770000,262.900000,103,11.830000,11.700000,3,3.160000,3,False.
FL,136,408,397-9333,yes,no,0,199.200000,122,33.860000,214.700000,114,18.250000,150.900000,105,6.790000,11.800000,7,3.190000,1,False.
MA,47,415,411-7353,no,no,0,155.300000,116,26.400000,188.200000,85,16.000000,247.000000,73,11.120000,12.300000,4,3.320000,3,False.
OK,189,415,383-2537,no,no,0,208.300000,106,35.410000,236.700000,123,20.120000,179.100000,120,8.060000,11.300000,5,3.050000,3,False.
KY,107,415,330-4419,no,no,0,157.100000,79,26.710000,162.600000,124,13.820000,150.000000,138,6.750000,12.100000,6,3.270000,1,False.
MI,91,415,390-7930,no,no,0,154.400000,165,26.250000,168.300000,121,14.310000,239.900000,81,10.800000,11.700000,4,3.160000,5,True.
NE,159,415,362-5111,no,no,0,189.100000,105,32.150000,246.100000,147,20.920000,242.000000,106,10.890000,10.400000,5,2.810000,1,True.
VA,11,408,358-6796,no,yes,24,131.500000,98,22.360000,230.200000,111,19.570000,283.700000,87,12.770000,10.000000,3,2.700000,2,False.
NY,167,415,409-7494,no,no,0,166.400000,85,28.290000,243.200000,135,20.670000,229.200000,95,10.310000,9.900000,5,2.670000,1,False.
MT,111,408,400-1636,no,no,0,142.300000,75,24.190000,122.800000,106,10.440000,229.500000,94,10.330000,12.800000,9,3.460000,2,False.
VT,99,408,389-2747,no,yes,19,87.700000,103,14.910000,223.000000,86,18.960000,182.300000,112,8.200000,7.300000,4,1.970000,2,False.
KS,159,415,415-2176,no,yes,19,184.100000,78,31.300000,194.500000,71,16.530000,225.600000,101,10.150000,16.900000,3,4.560000,0,False.
VA,114,415,377-8067,yes,yes,31,174.500000,104,29.670000,224.200000,92,19.060000,116.300000,91,5.230000,12.300000,10,3.320000,2,False.
AL,71,415,362-7835,no,no,0,103.300000,103,17.560000,138.500000,79,11.770000,164.800000,98,7.420000,9.000000,2,2.430000,2,False.
PA,122,415,361-5225,no,no,0,35.100000,62,5.970000,180.800000,89,15.370000,251.600000,58,11.320000,12.700000,2,3.430000,1,False.
AL,100,408,333-3447,no,yes,25,246.600000,94,41.920000,141.400000,112,12.020000,189.800000,109,8.540000,13.000000,5,3.510000,1,False.
WV,83,415,341-3044,no,yes,37,78.500000,109,13.350000,210.500000,101,17.890000,179.700000,102,8.090000,11.800000,4,3.190000,1,False.
NV,64,408,350-7306,no,no,0,148.100000,73,25.180000,164.900000,101,14.020000,216.000000,125,9.720000,12.300000,2,3.320000,5,True.
TN,105,408,353-8849,no,no,0,206.200000,84,35.050000,256.400000,138,21.790000,117.100000,91,5.270000,9.000000,3,2.430000,1,False.
